Index,class
34506,1
13039,0
55714,1
14233,1
23693,1
5354,1
38888,1
56091,1
50924,1
35344,1
29690,1
28171,1
31847,1
39301,1
40151,1
11557,1
28742,0
26384,1
2718,0
47367,1
5420,0
52745,1
24185,1
45459,1
36416,1
28890,1
34467,1
26175,0
42279,1
16715,0
34458,1
2350,1
49415,1
1823,0
29877,1
30252,1
40829,1
31970,1
28377,1
778,1
41612,1
55071,1
26673,1
40666,0
49288,1
42748,1
37648,1
46955,0
36355,1
28856,1
17263,1
48234,1
24544,0
46867,1
18875,0
39930,1
4799,1
26991,1
24326,1
19034,1
37849,1
53169,1
30650,1
18124,1
4789,1
24323,1
4875,1
48883,1
57951,1
41468,1
3892,1
43927,1
15106,0
29309,1
1028,1
32506,1
30932,1
24344,1
999,1
2617,1
20617,1
17888,0
5265,1
11317,1
21165,0
20494,1
36856,1
33263,1
15053,0
57648,1
12459,1
31987,1
55078,1
24245,1
8535,1
5130,1
6532,0
39252,1
13271,0
3610,1
2183,1
41049,1
18743,1
25517,0
53559,1
54634,0
17367,1
18973,1
13016,1
12480,1
38579,1
9544,0
49048,1
34533,1
48679,1
56848,1
16219,0
33587,1
42374,1
21912,1
13354,1
29742,1
51830,1
19181,0
32042,1
20232,1
47771,1
51396,1
19218,0
31294,1
17154,1
52768,1
9053,0
58043,1
32551,1
1023,1
28882,1
32446,1
56364,1
13574,1
12859,1
20689,1
41878,1
32013,1
33280,1
36054,1
13098,1
32697,1
14180,1
52824,1
34066,1
49244,1
20901,0
12297,1
5253,1
34201,1
24914,0
19534,1
18543,1
33651,1
3846,0
4160,1
49461,1
53854,1
13632,1
24517,1
38444,1
54270,1
47875,1
3368,1
45582,0
22606,1
44584,1
17204,0
3667,1
55444,1
26541,1
9865,1
42411,1
47723,1
7624,1
30020,1
7679,1
5035,1
30048,1
13732,0
12690,1
3938,1
41160,0
26182,1
55150,1
24775,1
43427,1
27,1
20934,1
37643,1
57703,1
55379,1
43146,1
55442,1
25987,1
25774,0
52890,1
51132,1
10682,0
43126,1
28576,0
44110,1
26618,0
20550,1
20171,1
24590,1
49449,1
56833,1
39776,1
43672,1
15247,0
10124,1
17223,1
7662,1
14985,0
35157,1
1038,1
43556,1
45985,1
13363,1
52802,1
37623,1
25331,1
7841,1
17525,1
12777,1
35467,1
26345,1
24338,1
16167,1
27733,1
20662,1
45481,1
32263,0
34227,1
11901,1
5854,1
20547,1
32503,1
17500,1
27229,1
29222,1
7607,1
14469,0
10582,1
39650,1
35907,1
40052,1
4842,1
51192,1
54728,1
48485,1
30908,1
15534,1
33570,1
13698,1
19081,0
32459,1
16928,1
9279,1
49616,0
48383,1
35625,1
43555,0
14348,1
7796,1
42877,1
5961,1
49787,0
44289,1
35874,1
33675,1
22573,1
49633,1
33466,0
14621,1
25932,1
41716,1
47706,1
3246,1
54038,1
19851,1
28919,1
20910,1
16975,1
29272,1
45168,1
26761,1
54779,1
14014,1
1200,1
45247,1
49083,1
50666,1
39801,1
19202,1
55452,1
51629,1
33707,1
27577,1
20709,1
31886,1
20784,1
54257,1
49095,1
41354,1
13688,1
40412,1
25844,1
34862,1
56939,1
27476,1
26055,1
23485,1
53503,1
42725,0
53957,1
51241,1
16777,0
41073,1
2899,1
3326,1
40785,1
30872,1
35620,1
48532,1
18627,1
10813,1
15378,1
21621,1
18151,1
34969,1
57102,1
38360,1
52721,1
30788,1
35938,1
7043,1
3837,0
4638,1
13164,0
24226,1
39978,1
2681,1
34577,1
28653,1
32253,1
9416,0
40398,1
2221,1
46940,0
32967,0
40059,1
36375,1
22560,0
19476,1
28711,1
42822,1
19620,1
31739,1
28749,1
47198,1
37424,1
55704,1
11207,1
34954,1
8840,1
21675,0
11799,1
1885,1
53924,1
47690,1
5872,1
15105,1
55650,1
52512,1
15993,1
50004,1
11227,1
3121,1
32702,1
37851,1
34507,1
46240,1
43596,1
49274,1
8311,1
42544,1
18479,0
45791,1
44847,1
41753,1
2252,1
19484,1
3303,1
3213,1
45134,1
43195,1
26404,1
25346,1
39722,1
57096,1
30728,1
37719,1
58174,1
50441,1
48794,1
13340,1
26946,1
2203,1
23454,1
45226,1
54696,1
33744,1
4542,1
35871,1
40389,1
50555,0
25452,0
11560,1
53035,1
45677,1
48854,1
16761,1
42643,0
14648,0
47062,1
41029,1
3801,1
57181,0
44628,1
32557,1
35788,1
43121,1
33899,1
20111,1
33696,0
29136,1
55724,1
27276,1
36199,1
54590,1
37204,1
44236,1
52936,1
40861,1
25018,1
49179,1
14416,1
12742,1
4846,1
5906,0
38,1
26993,1
34645,1
28620,1
43785,1
13402,1
6500,1
57924,1
36286,1
2847,1
47210,1
40024,1
3280,1
4085,1
33274,1
12108,1
8732,1
5457,1
58000,1
35648,1
6208,1
13772,0
33567,1
41238,1
38009,1
47257,1
34206,0
18925,1
39685,1
3962,1
52350,1
44654,0
4156,0
18735,1
26049,1
40635,1
25643,0
13729,1
57139,1
29531,1
16348,1
16119,1
36159,1
1639,1
48962,1
20650,1
29736,1
34191,1
21478,0
24649,1
17124,0
26921,1
9021,1
20834,1
28044,1
28439,1
22857,0
1286,1
48594,1
57208,1
37272,1
46373,1
22702,1
57240,1
42415,1
55461,1
16133,0
46912,1
23139,0
1356,0
18197,1
20706,1
39131,1
27144,1
47575,1
1104,1
49418,1
32310,1
41898,1
3632,1
47969,1
38641,1
5888,0
46276,0
43395,1
43103,1
29992,1
54277,1
27928,1
3608,1
41217,1
57076,1
52000,1
54662,1
32500,1
18958,1
3162,1
277,1
33180,1
17929,1
53108,1
44891,1
8540,1
2476,1
50224,0
19671,1
8378,1
36166,1
46614,1
15620,1
5719,1
33351,1
49231,1
53601,1
20636,1
39823,1
23594,0
49891,1
25955,1
49369,1
19280,1
54877,1
1361,1
48063,1
44678,0
36490,1
56552,1
4504,1
31846,1
19769,1
46634,1
51904,1
27099,1
35597,1
54151,1
14034,1
23424,1
2851,1
58066,1
10312,1
4645,1
7031,1
22644,1
55737,1
49982,1
58205,1
9097,1
20393,1
46161,1
42878,1
3655,1
37475,1
50181,1
24793,1
44833,1
37198,1
8452,1
42698,1
46729,1
29684,1
27241,1
26325,1
50348,0
46046,1
58155,1
39535,1
20687,1
21349,1
29545,1
14410,1
33214,1
5444,1
41495,1
15246,1
30334,1
10379,1
37699,1
18706,1
54996,1
6111,1
57869,1
48047,1
25543,1
31293,0
10259,1
51891,1
14168,0
25270,1
19428,0
11872,1
16077,1
28551,1
37107,1
28978,1
31684,1
57231,1
56853,1
51155,1
33482,1
26409,0
35415,1
25796,0
49570,1
43677,1
25327,1
43109,1
4475,1
12522,1
39219,0
43261,1
23362,1
43159,0
57228,1
32978,1
39838,1
31661,1
36516,1
43212,1
52749,1
46446,1
33062,1
52528,1
49145,1
44523,1
41846,1
8497,1
40979,1
46688,1
8463,1
10845,1
32879,1
53222,1
16573,1
19500,1
36808,1
54291,1
56287,1
38779,1
15242,1
37117,1
1838,1
9174,1
41162,1
14058,0
48978,1
27614,0
39637,1
22210,1
16561,1
13604,1
42612,0
20033,1
4544,1
12414,1
7281,1
31002,1
10863,1
19609,0
16429,1
54214,0
28610,1
11326,1
56188,1
7703,1
5204,1
24404,1
18065,1
27441,1
40036,1
18697,1
8359,1
25304,1
37946,1
21919,1
32432,1
15903,0
24930,1
34134,0
39576,1
56346,1
29584,1
2918,1
7966,1
8098,1
32075,1
24627,1
3643,1
35873,1
22349,1
15490,1
48173,1
8021,1
44372,1
18724,1
19889,1
38057,1
27558,1
33500,1
8189,1
56817,1
42198,1
18033,1
38974,1
46376,1
40037,1
26429,1
4931,1
27500,1
35072,1
7556,1
20445,0
42846,0
26120,1
14597,1
25430,1
21928,0
7409,1
54601,1
44375,1
1846,0
42346,1
41708,1
18662,1
41734,1
49260,1
35258,1
4494,1
19992,1
30559,1
8187,1
20280,1
36585,1
14293,0
18546,0
5587,1
41467,1
24328,0
11042,1
56766,1
25704,1
39133,1
1182,1
5549,1
25420,0
13635,1
49249,1
21905,1
50118,1
46163,1
23772,1
39190,1
46366,1
24195,1
27698,0
42079,1
21338,1
9540,1
6944,1
39525,1
48850,0
16416,1
50792,1
18528,1
11977,1
24936,1
4208,0
22251,1
41211,1
36827,1
23165,1
43667,0
8293,1
16811,1
23231,1
6119,1
6598,0
14735,1
47280,1
33838,1
1510,1
12650,1
12357,1
36418,1
7604,0
34419,1
937,1
33740,1
29984,1
56643,1
42567,1
56351,1
29491,0
7952,1
7995,1
30849,1
49973,1
35983,0
17966,1
21767,1
29405,1
34059,1
20000,1
52470,1
14477,1
50361,0
39117,1
31110,1
14458,1
1313,1
52584,1
26886,0
50701,1
14167,1
31399,1
3868,1
57820,1
3569,0
38961,1
24755,1
57114,1
20133,1
25579,1
3087,1
10306,0
32774,0
21892,1
11213,1
35757,0
49118,1
39056,1
47895,0
57444,1
38583,1
349,1
46448,1
2233,1
55230,1
50572,1
41724,0
12123,0
57674,1
38545,1
35306,1
36659,1
7309,0
31974,1
46469,1
34288,1
24271,1
49652,1
9981,1
51798,1
53265,1
35786,1
12508,1
4878,1
41226,0
4246,1
14982,1
25527,1
36886,1
27292,1
47509,1
40139,0
54327,1
42768,1
16028,1
22514,1
52468,1
19977,1
52581,1
8754,1
16641,1
39635,1
34494,1
26840,1
35074,1
51342,1
47497,1
9571,1
9230,0
8196,0
10999,1
13173,0
51062,1
57045,1
10194,1
31673,1
54318,1
57401,1
27224,1
10627,1
51466,1
4176,0
22202,0
46899,1
49332,1
21819,1
39537,1
20039,1
29040,1
13325,1
28889,0
43149,1
23251,1
6455,1
36732,1
19457,1
52455,1
11913,1
10814,1
52207,1
8579,1
29767,0
16890,1
48760,1
21051,0
14483,1
48634,1
39258,1
2047,1
47878,1
36717,1
7445,1
44027,1
41228,1
30781,1
55896,1
18316,1
44811,1
8029,0
3111,1
36869,1
36002,1
10478,1
51361,1
25151,0
35513,1
13555,0
58161,1
24419,1
32778,1
55204,1
31500,1
24342,0
24406,1
52543,1
35316,1
57822,1
55043,1
7954,0
35673,1
48065,0
21414,1
49147,1
13756,0
12164,0
31491,0
38237,1
50385,1
8928,0
43217,1
13474,1
28225,1
43087,1
8639,0
36345,1
17339,0
49181,1
7194,1
22156,1
21300,1
43390,1
36395,1
15575,1
34218,0
35442,0
41701,1
10827,1
29291,1
21355,1
25488,1
27518,1
46302,0
2040,1
41789,1
47535,1
35369,1
39446,1
11476,1
49121,1
26678,1
44597,1
35836,1
46682,1
24,1
11385,1
950,1
43744,1
54434,1
54679,0
592,1
15596,1
27792,0
16564,1
44853,1
57847,1
2278,1
37828,1
30166,1
29173,1
6719,1
17852,1
19788,1
10684,1
6194,1
13178,1
31229,1
29766,1
19964,1
24799,1
11139,1
3356,1
49567,1
55047,1
7245,0
16431,1
9015,1
51287,1
34015,1
29386,1
51194,1
10875,1
36453,1
57084,1
51244,1
32687,1
56485,1
5273,1
34754,1
23186,1
13054,1
11333,1
49001,1
51726,1
19820,1
42359,1
53431,1
29401,1
19808,1
54758,1
2216,1
41263,1
26872,1
9501,1
41136,1
50339,1
11122,0
13186,1
43645,1
53641,1
18668,1
34661,1
46840,1
1059,0
19459,1
19064,1
37232,1
17187,1
4641,1
57886,1
14193,1
9038,1
29379,0
22151,1
27846,1
45412,1
37042,1
55480,1
18927,1
30811,1
10681,1
12386,1
50487,1
9298,1
15305,1
35627,1
10059,1
49596,1
25050,1
6184,1
9860,1
43160,1
10325,0
20506,1
44966,1
4880,1
20488,0
56370,1
39325,1
7696,1
9341,1
34301,1
47290,1
51869,1
47443,1
27197,1
15272,1
28583,1
50734,1
13068,1
25752,1
52564,1
13096,1
3999,0
53589,0
11929,0
4458,1
22531,1
50939,1
12781,1
27625,1
18437,1
11589,1
27360,0
19332,1
2885,0
12133,0
30707,1
44774,1
26738,1
6956,1
46964,1
2164,1
52425,0
44618,1
13406,1
27285,0
29427,1
1587,1
20869,1
26934,1
49541,1
15119,1
14220,1
45310,1
41505,1
482,1
32034,1
16472,1
15627,0
20596,1
11050,1
57434,0
39201,1
47336,1
40356,1
34922,1
43889,1
40593,1
33968,1
27760,1
29696,1
50852,1
14763,1
55502,1
3698,1
20768,1
41479,1
821,1
26835,1
38740,1
50248,1
4287,0
33400,0
27529,0
34867,1
3472,1
20,1
27288,1
23278,1
28188,1
39780,1
54559,1
7408,1
16579,0
17524,0
47957,1
5747,1
23705,1
17819,1
8139,1
17148,1
27497,1
12727,1
22098,1
44403,1
52896,1
56290,1
47488,1
5301,0
41530,1
32454,1
25456,1
31925,1
41143,1
18304,0
14369,1
38982,1
24124,1
26465,1
28791,1
12411,1
47093,1
3558,1
39807,0
40013,0
13087,0
30775,1
41857,1
8487,1
36192,1
43391,1
40755,1
30551,1
16709,1
33932,0
8296,1
34826,0
26119,1
9657,1
32362,1
41669,1
6543,1
16535,1
43590,1
2898,1
13350,1
44169,1
29636,1
1553,1
52498,1
14969,1
12424,1
44588,1
22106,1
49005,1
47248,1
25351,1
39812,1
39416,1
41574,0
11080,1
4345,1
1860,1
7368,1
42023,1
15823,1
18521,1
51889,1
24545,1
24253,1
56764,1
39910,0
35633,1
49164,1
44652,1
38841,1
2390,1
22457,1
4372,1
29512,1
40147,0
53141,1
6835,1
49153,1
19305,1
27578,1
4202,1
34326,1
51091,1
5201,1
35568,1
36045,1
49057,1
19017,1
6397,1
2142,1
8422,1
51802,1
57180,1
51872,1
32224,1
50530,1
40206,1
18043,1
27942,0
19208,0
21713,1
32581,1
38179,1
6946,1
1586,1
22353,1
40124,1
53673,1
5822,1
40661,0
26745,1
34483,1
40338,1
17971,1
22544,1
47872,1
39251,1
17318,0
2063,1
24595,1
47391,1
19261,0
44733,1
22491,1
47069,1
27216,1
45537,1
5984,1
18443,0
18396,0
36257,1
2426,1
38550,1
54567,1
16042,1
37706,1
31358,1
38776,1
24534,1
19260,1
37935,1
19571,1
36431,1
15539,1
34811,1
29606,1
37762,1
17502,1
5362,0
25411,1
362,1
37983,1
38748,0
6637,1
38910,0
22254,1
58030,1
46698,1
36914,1
39107,1
15540,1
18128,1
35461,1
16508,1
38898,1
23038,1
385,1
12471,1
48287,1
52071,1
40791,1
52654,1
49879,1
47721,1
34854,1
36566,1
47140,1
53903,1
17426,1
46913,0
28302,1
34391,1
2804,1
45840,1
35097,1
16432,1
42917,1
20930,1
46893,1
51366,1
57166,1
33393,1
18655,1
53428,1
40319,1
3345,1
8175,1
53520,1
45038,1
44212,1
43424,1
22477,1
38144,1
5203,1
5500,1
38258,1
21240,1
17378,0
45743,1
45646,1
43662,1
46374,0
7603,1
2392,1
26606,1
40178,1
45399,0
402,1
87,1
56194,1
40407,0
41971,0
56819,1
8243,1
25781,0
25014,1
6331,1
44511,1
2599,1
30917,0
452,1
16055,1
12131,1
8895,1
54084,1
724,1
22503,1
37453,1
51362,1
36977,1
19882,1
15859,1
39368,1
22955,1
44336,1
57679,1
54581,1
21318,1
21343,0
45366,1
18511,1
25585,1
17898,1
58139,1
26992,0
31262,1
52093,1
56910,1
40974,1
23349,1
9060,1
31797,1
25066,0
20025,0
19162,1
2577,1
17147,0
32666,1
3778,1
47677,1
21287,1
39262,1
20010,1
1614,1
3041,1
16919,1
48325,0
35552,1
54651,1
23342,1
11608,1
21039,1
22417,1
6008,1
37324,1
27564,1
15675,1
54898,1
52501,1
54312,1
36080,1
17388,1
49075,1
12879,1
6952,1
43206,1
11835,0
49921,0
55440,1
12082,1
53150,1
45274,1
22942,1
11234,1
9910,1
7422,0
50069,1
44728,1
52045,0
33490,1
38698,1
1604,1
21163,1
47249,1
36704,1
5484,0
7404,1
14647,1
380,1
37299,1
8326,1
4814,1
25099,1
42260,1
44060,1
36481,1
21378,1
55352,1
31773,1
14882,1
11430,1
20684,1
20959,1
41975,1
50011,1
33878,1
50834,1
15293,1
6240,1
36309,0
4590,1
31531,1
52903,1
47368,0
44412,1
39670,0
4151,1
38501,1
8310,1
22399,1
55342,1
31572,1
207,1
43674,1
16074,1
42406,1
36668,1
50203,1
34993,1
49775,1
50353,1
21718,1
39152,1
23026,1
9565,1
17402,1
12971,1
19911,1
15406,1
20005,1
14033,1
49566,0
19856,1
28327,1
6112,1
57468,1
11455,0
55401,1
2855,1
21073,1
33815,1
29165,1
29939,1
22688,1
12745,1
25530,0
1621,1
45147,1
12379,0
13829,0
12094,0
50127,1
17723,1
42190,1
26164,1
29394,1
13126,0
3809,1
42516,1
42727,1
2288,1
44316,1
25777,1
55783,0
34664,1
12060,1
40786,1
13108,1
13101,1
53908,1
13488,1
15068,0
52429,1
23467,0
30931,1
9980,1
593,1
38054,1
42270,1
54893,1
37181,1
16526,1
38126,1
19217,1
21873,0
6307,1
5236,1
51700,0
50404,1
11444,1
28242,1
41843,1
22505,0
21197,0
33569,0
48925,1
47189,1
32203,1
45356,1
37731,1
26721,1
57976,0
26132,1
5020,1
7994,1
43787,1
34022,1
37253,1
27747,1
44179,1
38510,1
36362,1
2673,1
8409,1
10304,1
30286,1
7111,1
33793,1
48257,0
14791,1
7584,0
40368,1
7846,1
48860,1
51846,1
39723,1
1868,1
36089,1
10793,1
15917,0
49416,1
30955,1
30739,1
33600,0
51227,1
3571,1
20577,1
41411,1
17120,1
13637,1
2308,1
7828,1
20190,0
5023,1
40585,1
12959,1
57184,1
135,1
47428,1
1488,1
48585,1
39451,1
14136,1
50943,1
38729,1
8315,0
17294,1
53757,1
21106,1
6607,1
19968,1
20598,1
57873,1
42414,1
29073,1
37640,1
9716,1
1589,1
8154,1
46114,1
18248,0
6411,0
6524,1
47144,1
37576,1
11832,1
57514,1
45995,0
3763,1
20130,1
8742,0
42844,0
18199,1
39818,1
10770,1
18670,1
51051,1
52144,1
45996,1
5229,1
32445,1
46297,1
52726,1
49046,1
11202,0
25977,1
9339,1
26798,0
14829,1
11766,1
49914,1
39809,1
38911,1
2528,1
17242,1
47145,1
3058,1
12049,1
18319,1
43983,1
27791,1
49887,1
28674,0
48169,1
47123,1
8957,0
39382,1
13770,1
1686,1
19583,0
27600,0
36664,1
15350,1
37264,1
6521,1
33607,1
17411,1
21499,1
9515,1
16539,0
25209,0
12327,1
22708,1
35212,0
2213,0
27694,0
46212,1
53830,1
51906,1
9196,0
29773,1
12292,0
28151,1
4725,0
22479,1
9729,1
55917,1
20563,1
8234,1
10556,1
10264,1
7771,1
10255,1
53836,0
1372,1
28623,1
42694,1
11862,1
35347,1
34761,1
33732,1
49564,1
39918,1
27978,1
6587,1
3392,1
37536,1
17950,1
47438,1
29823,0
9589,1
2842,1
46358,1
52305,1
17279,1
47818,1
11634,1
1720,0
31760,1
48318,1
556,1
3612,0
47658,1
22050,1
13563,0
8667,1
19589,0
38465,1
13831,1
44969,1
55788,1
27175,1
55221,1
23975,1
23717,1
24483,1
31006,1
12253,0
25890,1
30354,1
38704,1
44307,1
41337,1
52357,1
42845,1
20693,1
3336,1
4557,1
10824,1
6378,1
12249,1
41255,1
3040,0
12373,1
31453,1
8291,1
14070,1
48649,1
31337,1
2440,1
1280,1
42450,1
4035,1
38433,1
344,1
39426,1
27119,0
4106,1
12637,1
40633,1
2152,1
12308,1
26344,1
50220,1
5556,1
24689,1
10241,0
42608,0
23033,1
23607,1
30968,1
52349,1
6586,0
9604,1
3900,1
42633,1
44528,1
29060,1
13518,1
42860,1
6238,1
27755,1
30791,1
45142,1
56790,0
46292,1
25413,1
48632,1
57959,1
47579,1
4509,1
5812,1
29395,1
38385,1
15332,1
25683,0
25496,0
53403,1
37498,1
10998,1
55524,1
33865,1
25824,1
36915,1
15828,1
55175,1
14905,1
56663,1
53905,0
20432,1
6852,0
58180,1
34362,1
6513,1
12608,0
30029,1
46033,1
48501,1
51674,0
49150,1
48680,1
33427,1
13220,1
24593,1
12264,1
45152,1
25384,0
14963,0
30502,1
8747,0
57723,1
10249,1
37890,1
33591,1
33340,1
14156,1
14064,1
50691,1
12725,0
28737,0
37891,1
39330,1
37940,1
25525,1
6335,1
28183,1
51741,0
13506,0
50228,1
33956,1
6242,0
31538,1
19189,1
39658,0
14177,1
40269,1
56118,1
47205,1
46290,1
3474,1
44933,1
48490,1
56196,0
2042,1
11199,1
17341,1
54701,1
39639,1
37404,1
4771,1
55583,1
45036,1
11999,1
37786,1
23127,1
46334,1
35305,1
2886,1
38765,1
3449,1
32103,1
45489,1
39570,1
26486,1
25607,1
33003,1
19028,1
17842,1
30633,1
56084,1
26666,1
34825,1
23611,1
39063,1
12146,1
37757,1
10233,1
27413,1
37982,1
40415,1
923,1
14219,0
16558,1
51229,0
22608,1
44890,1
40834,1
38134,1
9570,0
33687,1
21899,1
55276,1
35250,1
24345,1
31950,0
47085,0
41672,1
57056,1
43972,1
4895,0
55074,0
50092,1
28980,1
15100,1
15558,1
25129,0
6086,1
591,0
39272,1
6495,1
22429,1
35792,1
30100,1
38871,1
29158,1
4740,1
32460,1
37064,1
8659,1
5893,1
22493,0
9684,0
26783,1
23044,1
44812,0
24511,1
26000,0
48712,1
21711,1
54396,1
49733,1
12086,1
42624,1
46605,1
36521,1
11275,1
7689,1
12377,1
7473,0
13367,1
54775,1
32324,1
48902,1
46137,1
11826,1
40044,1
11461,1
22259,1
36533,1
16250,1
53644,1
40643,1
33826,1
18840,1
2368,1
5915,0
10175,1
34974,1
58138,1
9523,1
55801,1
19066,0
12520,1
25415,1
51352,1
56469,1
11266,1
46600,1
40540,1
393,1
18714,0
2418,1
44978,1
29911,0
25964,1
13946,1
50763,1
13435,1
48857,1
1382,1
48258,1
35015,1
56356,1
34342,1
32858,1
17522,1
55511,1
57809,1
15892,1
24870,1
15766,0
14867,1
28801,1
12169,1
30472,1
31323,0
824,1
36515,1
18837,1
1721,0
28950,1
42929,1
18031,1
326,0
58087,1
28350,1
26480,1
45088,1
44570,1
7853,1
19022,1
16261,1
52292,1
55732,1
14599,1
17213,0
42496,1
1982,1
49126,0
32043,1
50167,1
37818,0
52385,1
34223,1
52301,1
37749,1
37065,1
1415,1
9678,1
38840,1
12622,0
11713,1
30885,1
11596,1
31383,1
1996,1
13479,1
55846,1
22617,1
24851,0
28352,1
39861,1
1843,1
27535,1
490,1
32415,1
1930,1
42902,1
44294,1
15277,1
47939,1
39308,1
50944,1
38413,1
36633,1
21779,1
18242,1
13727,1
30230,1
8708,1
53029,1
43819,1
54786,1
25220,1
21600,1
7599,1
22571,1
46643,1
57777,1
52669,1
23562,1
46544,1
33373,1
31741,1
54209,1
43535,1
44529,1
4518,1
49107,1
30742,1
58238,1
28773,1
3540,1
1019,1
19985,1
48379,1
10869,1
11348,1
55764,1
52926,1
9642,1
45710,1
12551,0
18861,1
38265,1
48741,1
3971,1
23917,1
40426,1
18122,1
16373,1
10119,1
34522,1
26940,1
36551,1
38070,0
41765,0
45984,1
8984,1
868,1
56240,1
47281,1
54802,1
46742,1
24896,1
26397,1
33440,1
48225,1
16751,1
8612,1
27838,1
21981,1
40570,1
9593,1
4044,1
5588,0
23766,0
757,1
38858,1
18682,1
49081,0
27021,1
15637,1
34950,1
12033,0
43142,0
2145,1
52658,1
32995,1
29215,1
36674,1
36209,1
37789,1
47160,0
47154,1
25765,1
10989,1
46736,0
35635,0
54351,1
7593,1
19771,1
23168,1
35405,0
14404,1
8083,1
11222,0
35999,0
4034,1
7234,0
35416,1
12486,1
52450,1
9251,1
13501,1
3992,0
41543,1
10479,1
16485,1
21228,1
35241,1
41234,1
23862,1
39082,1
8202,1
7737,1
7757,1
42146,1
35381,1
52490,1
51845,1
22635,1
15978,1
38373,1
22598,1
44032,1
10846,1
52407,1
52107,1
11116,0
44609,1
44326,1
14987,1
6134,1
14525,1
97,1
29442,1
44530,1
56780,1
40565,1
40184,1
48113,1
10879,1
37046,1
50797,1
17639,1
58115,0
38940,1
8521,0
13817,1
56840,0
47272,1
46813,1
39194,1
18534,1
26250,1
46343,1
30009,1
49661,1
56669,1
6127,1
11466,1
43197,1
5597,1
52010,1
45430,1
57286,0
44167,1
30530,1
25981,1
26446,1
55601,1
29286,1
3617,1
8020,1
21690,1
50180,1
39760,1
14265,1
50281,1
1667,1
34646,1
6108,1
29425,1
7932,0
14513,0
37733,1
31355,1
26147,1
3127,0
1867,1
56907,1
35750,1
16144,0
49463,1
8122,1
39672,1
40875,1
45378,1
40250,1
6721,0
19148,1
14260,1
10192,1
72,0
1199,1
16945,1
25494,1
55991,1
28720,1
43602,1
21452,1
34464,1
15727,1
8141,1
45205,1
16691,1
18167,1
10873,1
43824,0
18573,1
24487,1
42377,1
23433,1
6684,1
29700,1
1890,1
14328,1
38625,1
36480,1
9871,1
49641,1
4911,0
32599,1
52161,1
20925,1
55696,1
20330,1
42977,1
31619,1
34705,1
26827,0
6425,1
25893,1
17861,1
40980,1
21902,1
36255,1
12875,1
44807,1
34178,0
48506,0
23062,0
35649,1
41640,1
34571,1
27613,1
45971,0
11710,1
31971,1
2802,1
27572,1
8308,1
26587,1
5818,1
17594,1
51523,1
38219,1
52080,0
20052,1
2397,1
53064,0
27699,1
26402,1
33930,1
48873,1
55669,1
35501,1
57113,1
52426,1
9944,0
20194,1
30922,1
15750,1
55809,1
11789,1
38758,1
12594,1
54361,1
4276,1
49488,1
48237,1
17618,1
15357,1
25748,1
41465,1
43203,1
7298,1
39445,1
48313,1
2516,1
37148,1
55510,1
18375,1
2083,1
7324,1
48742,1
26563,0
40789,1
3881,1
11968,0
50467,1
47566,1
7007,1
17228,1
12170,1
30109,1
10837,1
13805,1
19158,1
451,1
46779,1
4313,0
7524,1
49622,1
42650,1
57309,1
12713,0
12672,1
40049,1
7050,1
36203,1
2069,1
36084,1
24765,1
50308,1
23116,1
14895,1
10883,1
2041,1
5369,1
856,0
3886,1
46554,1
14017,1
15983,1
8679,1
11496,1
15364,1
23185,1
2525,1
16137,1
18832,1
51504,1
41654,0
51704,1
45040,1
7039,0
49315,1
43367,1
52366,1
3811,1
4506,1
3218,1
40743,1
57855,0
35670,0
57659,1
10769,0
3320,1
42532,1
13493,1
10942,1
10256,0
45990,1
5738,0
15343,0
41245,1
53709,1
32617,1
36370,1
40408,0
37814,1
39298,1
52966,1
26732,1
22851,1
35092,1
30366,0
21089,1
43418,1
39204,1
16529,1
7945,1
11065,0
6683,1
33447,1
21211,1
7642,1
47448,1
38201,1
29959,1
24075,1
56444,1
35770,1
21875,1
25909,1
47266,1
11043,1
44171,1
29127,1
12250,1
2358,1
55915,1
394,1
37319,1
20082,1
11996,1
26737,0
16676,1
45447,1
36347,1
50259,1
2351,1
54438,1
15402,1
40067,1
28467,0
12570,1
43656,1
39176,0
52183,1
24808,1
43067,1
34905,1
43725,1
49199,1
34982,1
4270,1
36570,1
1894,1
48145,1
37125,1
5916,1
5617,0
52148,1
22654,1
26428,1
43707,1
29120,1
6446,1
18020,1
36989,1
2879,0
55304,1
16842,1
15165,1
53539,1
38736,1
15160,1
36935,1
47136,1
42001,1
39196,1
1170,1
44353,1
11676,1
51531,1
35131,1
55778,1
36620,1
35586,1
41224,1
34874,1
22541,1
1063,0
52603,1
53955,0
56731,1
3361,1
44130,1
52413,1
20227,1
25485,1
6415,1
47612,1
35350,1
49045,1
45299,1
18468,1
9266,1
14417,0
43422,1
58022,1
26108,1
21277,1
26466,1
52134,1
27534,0
11101,1
27132,1
7320,1
49951,1
30821,1
46360,1
54130,1
42181,1
14258,1
54688,0
14263,1
46674,0
34108,1
14649,0
24750,1
588,1
6393,1
20379,1
16135,1
2106,1
23366,1
46950,1
41355,1
23409,1
33030,1
29475,1
47703,1
24965,0
13143,1
43545,1
18317,1
54239,1
37645,1
22534,1
57337,1
20146,1
1400,1
32706,1
37717,1
48372,1
492,0
8589,0
22730,1
10950,1
19445,1
4553,1
15289,1
38530,0
43997,1
40404,1
15185,0
15273,1
16030,1
45041,1
50893,1
29894,1
12198,1
27711,1
45992,1
40299,1
4262,1
20621,1
